Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A841390,Harold,08/26/2021 04:09:00 PM,08/26/2021 04:09:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,18 years,Domestic Longhair,Gray Tabby
A841395,Rex,08/26/2021 04:43:00 PM,08/26/2021 04:43:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,German Shepherd Mix,Brown
A702915,Cash,08/26/2021 04:43:00 PM,08/26/2021 04:43:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,German Shepherd Mix,Red/White
A841393,Satori And Bear,08/26/2021 04:45:00 PM,08/26/2021 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Tricolor
A841392,Bear And Satori,08/26/2021 04:45:00 PM,08/26/2021 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Tricolor
A841394,Sherbert,08/26/2021 04:45:00 PM,08/26/2021 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 months,Domestic Shorthair,Orange Tabby
A834012,Del,08/26/2021 05:35:00 PM,08/26/2021 05:35:00 PM,2317 South Pleasant Valley in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Siamese,Flame Point
A629941,Akina,08/26/2021 05:46:00 PM,08/26/2021 05:46:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Boxer Mix,Brown Brindle
A841399,,08/26/2021 05:53:00 PM,08/26/2021 05:53:00 PM,137 Headquarters Road in Travis (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Blue
A841398,,08/26/2021 05:53:00 PM,08/26/2021 05:53:00 PM,137 Headquarters Road in Travis (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Blue
A841397,,08/26/2021 05:53:00 PM,08/26/2021 05:53:00 PM,137 Headquarters Road in Travis (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A841396,,08/26/2021 05:53:00 PM,08/26/2021 05:53:00 PM,137 Headquarters Road in Travis (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A841401,*Sandwiches,08/26/2021 06:20:00 PM,08/26/2021 06:20:00 PM,1156 West Cesar Chavez in Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Chinese Sharpei/Pit Bull,Brown/White
A841407,*Sasha,08/27/2021 07:50:00 AM,08/27/2021 07:50:00 AM,Saint Elmo Road in Austin (TX),Stray,Pregnant,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby
A841403,*Mayor,08/27/2021 08:01:00 AM,08/27/2021 08:01:00 AM,22667 Nameless Rd in Travis (TX),Stray,Normal,Dog,Intact Male,8 years,Doberman Pinsch,Blue/Tan
A841408,*Baxter,08/27/2021 08:06:00 AM,08/27/2021 08:06:00 AM,12723 Jacobson Rd in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A841409,Chanel,08/27/2021 08:16:00 AM,08/27/2021 08:16:00 AM,4434 Frontier Trail in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1 month,Yorkshire Terrier,Black/Brown
A841413,*Derozan,08/27/2021 09:54:00 AM,08/27/2021 09:54:00 AM,8900 North I35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White
A841415,*Silas,08/27/2021 09:54:00 AM,08/27/2021 09:54:00 AM,8900 North I35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Black
A841412,,08/27/2021 10:02:00 AM,08/27/2021 10:02:00 AM,908 Taylor St in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Gray/Black
A841419,207 Grams,08/27/2021 10:42:00 AM,08/27/2021 10:42:00 AM,15104 Oklahoma Street in Travis (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby/White
A841416,*Teresa,08/27/2021 10:42:00 AM,08/27/2021 10:42:00 AM,15104 Oklahoma Street in Travis (TX),Stray,Feral,Cat,Intact Female,7 months,Domestic Shorthair,Black/White
A841417,*Mimsey,08/27/2021 10:42:00 AM,08/27/2021 10:42:00 AM,15104 Oklahoma Street in Travis (TX),Stray,Feral,Cat,Intact Female,1 year,Domestic Shorthair,Gray Tabby/White
A841418,181 Grams,08/27/2021 10:42:00 AM,08/27/2021 10:42:00 AM,15104 Oklahoma Street in Travis (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby/White
A841421,Cat,08/27/2021 11:00:00 AM,08/27/2021 11:00:00 AM,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Cairn Terrier,Tan
A841422,Max,08/27/2021 11:00:00 AM,08/27/2021 11:00:00 AM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Dachshund,Red
A838039,Dante,08/27/2021 11:15:00 AM,08/27/2021 11:15:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair,Yellow
A841425,Zuko,08/27/2021 11:51:00 AM,08/27/2021 11:51:00 AM,13548 Section House Road in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,White/Orange Tabby
A841423,A841423,08/27/2021 11:51:00 AM,08/27/2021 11:51:00 AM,13548 Section House Road in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,White/Gray Tabby
A841424,A841424,08/27/2021 11:51:00 AM,08/27/2021 11:51:00 AM,13548 Section House Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,White/Gray Tabby
A841429,*Mimi,08/27/2021 12:08:00 PM,08/27/2021 12:08:00 PM,3300 Killingworth in Pflugerville (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Black
A841428,,08/27/2021 12:09:00 PM,08/27/2021 12:09:00 PM,E 11Th Street And Red River Street in Austin (TX),Stray,Injured,Cat,Intact Female,5 months,Domestic Shorthair,Tortie
A841435,,08/27/2021 12:55:00 PM,08/27/2021 12:55:00 PM,Estrellas Dr in Travis (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair,Cream Tabby/White
A841434,*Victoria,08/27/2021 12:56:00 PM,08/27/2021 12:56:00 PM,6800 Meadow Run in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie
A841432,Raizel,08/27/2021 12:56:00 PM,08/27/2021 12:56:00 PM,901 East Koenig in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,White/Brown Tabby
A841433,Bobby,08/27/2021 01:03:00 PM,08/27/2021 01:03:00 PM,1100 East Howard Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,Black/White
A841261,*Dusty Springfield,08/27/2021 01:22:00 PM,08/27/2021 01:22:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby/White
A841438,A841438,08/27/2021 01:28:00 PM,08/27/2021 01:28:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Gray Tabby
A841436,Lima,08/27/2021 01:39:00 PM,08/27/2021 01:39:00 PM,2000 Krizan Ave in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
A840828,Duke,08/27/2021 02:54:00 PM,08/27/2021 02:54:00 PM,Outside Jurisdiction,Owner Surrender,Medical,Dog,Neutered Male,3 years,Great Pyrenees/Labrador Retriever,White
A841444,,08/27/2021 03:11:00 PM,08/27/2021 03:11:00 PM,17324 Avion in Travis (TX),Wildlife,Sick,Other,Unknown,1 month,Fox,Gray
A841442,*Liam,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,10616 Doyle Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Queensland Heeler,Brown/White
A841441,Zara,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,10616 Doyle Rd in Travis (TX),Stray,Neonatal,Dog,Spayed Female,2 years,Queensland Heeler,Blue
A841520,*Shay Shay,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,10616 Doyle Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A841430,Shadow,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,8413 Elroy Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Brown
A841431,*Nandor,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,14501 Renyero Ln in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog/Siberian Husky,Black/Blue Tick
A841519,Stuey,08/27/2021 03:18:00 PM,08/27/2021 03:18:00 PM,10616 Doyle Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Maltese Mix,White
A841447,336 Grams,08/27/2021 03:33:00 PM,08/27/2021 03:33:00 PM,1000 West Rundberg in Austin (TX),Stray,Neonatal,Dog,Intact Female,6 days,Yorkshire Terrier,Brown Brindle
A841446,366 Grams,08/27/2021 03:33:00 PM,08/27/2021 03:33:00 PM,1000 West Rundberg Lane in Austin (TX),Stray,Neonatal,Dog,Intact Female,6 days,Yorkshire Terrier,Black/Brown
A841339,Dust Bin,08/27/2021 03:48:00 PM,08/27/2021 03:48:00 PM,7504 Cedar Edge Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue
A841338,Trash Can,08/27/2021 03:48:00 PM,08/27/2021 03:48:00 PM,7504 Cedar Edge Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue/White
A841337,Dump Truck,08/27/2021 03:48:00 PM,08/27/2021 03:48:00 PM,7504 Cedar Edge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Blue/White
A841448,Bella,08/27/2021 04:31:00 PM,08/27/2021 04:31:00 PM,2800 Whitestone Boulvard in Travis (TX),Stray,Injured,Dog,Intact Female,2 years,Pomeranian Mix,Tan
A841451,*Rooney,08/27/2021 04:37:00 PM,08/27/2021 04:37:00 PM,Mckinney Falls Pkwy in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A841449,A841449,08/27/2021 04:40:00 PM,08/27/2021 04:40:00 PM,7003 Oak Meadow Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair,Blue
A841450,A841450,08/27/2021 04:40:00 PM,08/27/2021 04:40:00 PM,7003 Oak Meadow Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair,Black
A841452,,08/27/2021 05:14:00 PM,08/27/2021 05:14:00 PM,6607 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Skye Terrier Mix,Brown/Gray
A841453,Penny,08/27/2021 05:14:00 PM,08/27/2021 05:14:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair,Tan
A841455,A841455,08/27/2021 05:41:00 PM,08/27/2021 05:41:00 PM,William Cannon And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Rat Terrier,White/Brown Brindle
A836558,*Freddie,08/27/2021 05:44:00 PM,08/27/2021 05:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate
A841454,,08/27/2021 05:44:00 PM,08/27/2021 05:44:00 PM,8113 Middle Court in Austin (TX),Stray,Neonatal,Cat,Unknown,4 weeks,Domestic Shorthair,Orange/White
A841458,Lucky,08/27/2021 05:51:00 PM,08/27/2021 05:51:00 PM,Starlight Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Tricolor
A841459,Bruno,08/27/2021 05:51:00 PM,08/27/2021 05:51:00 PM,Starlight Terrace in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Belgian Malinois,Tan/Black
A841460,A841460,08/27/2021 06:36:00 PM,08/27/2021 06:36:00 PM,Austin (TX),Abandoned,Sick,Cat,Intact Male,2 years,Snowshoe,Seal Point
A362851,Mr. Leo,08/28/2021 03:59:00 AM,08/28/2021 03:59:00 AM,4201 Monterey Oaks Boulevard in Austin (TX),Public Assist,Aged,Dog,Neutered Male,17 years,Dachshund,Brown/White
A841466,*Luna,08/28/2021 08:14:00 AM,08/28/2021 08:14:00 AM,4434 Frontier Trail in Austin (TX),Public Assist,Sick,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Tan
A841472,175 Grams,08/28/2021 10:03:00 AM,08/28/2021 10:03:00 AM,6324 Routenburn St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A841473,182 Grams,08/28/2021 10:03:00 AM,08/28/2021 10:03:00 AM,6324 Routenburn St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A841470,159 Grams,08/28/2021 10:03:00 AM,08/28/2021 10:03:00 AM,6324 Routenburn St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A841471,168 Grams,08/28/2021 10:03:00 AM,08/28/2021 10:03:00 AM,6324 Routenburn St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A841474,135 Grams,08/28/2021 10:03:00 AM,08/28/2021 10:03:00 AM,6324 Routenburn St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Tortie
A841477,Powder,08/28/2021 11:37:00 AM,08/28/2021 11:37:00 AM,10616 Mellow Meadows in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,White
A841469,Tragedy,08/28/2021 12:16:00 PM,08/28/2021 12:16:00 PM,2207 Wickersham Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Brown
A841478,193 Grams,08/28/2021 12:18:00 PM,08/28/2021 12:18:00 PM,4300 Nixon in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Black
A841482,302 Grams,08/28/2021 12:18:00 PM,08/28/2021 12:18:00 PM,4300 Nixon in Austin (TX),Stray,Neonatal,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby/White
A841480,230 Grams,08/28/2021 12:18:00 PM,08/28/2021 12:18:00 PM,4300 Nixon in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A841479,230 Grams,08/28/2021 12:18:00 PM,08/28/2021 12:18:00 PM,4300 Nixon in Austin (TX),Stray,Neonatal,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby
A841481,269 Grams,08/28/2021 12:18:00 PM,08/28/2021 12:18:00 PM,4300 Nixon in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie
A840193,*Golden Graham,08/28/2021 12:27:00 PM,08/28/2021 12:27:00 PM,7201 Levander Loop in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A840192,Dexter,08/28/2021 12:27:00 PM,08/28/2021 12:27:00 PM,7201 Levander Loop in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A841488,215 Grams,08/28/2021 01:08:00 PM,08/28/2021 01:08:00 PM,12O2 E St Johns Ave in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White
A841487,193 Grams,08/28/2021 01:08:00 PM,08/28/2021 01:08:00 PM,12O2 E St Johns Ave in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A841486,188 Grams,08/28/2021 01:08:00 PM,08/28/2021 01:08:00 PM,12O2 E St Johns Ave in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black/White
A841491,Rambo,08/28/2021 01:19:00 PM,08/28/2021 01:19:00 PM,7300 Ben White in Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,5 years,Labrador Retriever,Black
A841494,*Billie,08/28/2021 02:22:00 PM,08/28/2021 02:22:00 PM,9912 Rodriguez Rd in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White
A840930,A840930,08/28/2021 02:28:00 PM,08/28/2021 02:28:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Medium Hair,Cream Tabby
A841497,Cyrus,08/28/2021 02:43:00 PM,08/28/2021 02:43:00 PM,William Cannon And S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Pit Bull,Blue
A841499,Ella,08/28/2021 02:50:00 PM,08/28/2021 02:50:00 PM,William Cannon And S Congress in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever,Black
A841498,Dwayne,08/28/2021 04:00:00 PM,08/28/2021 04:00:00 PM,12813 Bueno Aires Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Belgian Malinois,Brown/Black
A841490,Nezu,08/28/2021 04:00:00 PM,08/28/2021 04:00:00 PM,5120 Village Trl in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Brown
A841167,Tectonic,08/28/2021 04:30:00 PM,08/28/2021 04:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog,Blue Tick
A841517,,08/28/2021 05:29:00 PM,08/28/2021 05:29:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Male,4 days,Domestic Shorthair,Blue Tabby
A841509,*Cricket,08/28/2021 05:47:00 PM,08/28/2021 05:47:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Brown Tabby
A841513,*Muddy Waters,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby/White
A841514,,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby/White
A841510,,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby
A841512,,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby
A841515,,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Female,4 days,Domestic Shorthair,Brown Tabby
A841516,,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Female,4 days,Domestic Shorthair,Blue Tabby
A841511,A841511,08/28/2021 05:52:00 PM,08/28/2021 05:52:00 PM,Austin (TX),Stray,Neonatal,Cat,Intact Male,4 days,Domestic Shorthair,Brown Tabby
A841521,Bear,08/28/2021 11:16:00 PM,08/28/2021 11:16:00 PM,9529 Spectrum Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Black
A841489,Coucous (Billie),08/29/2021 08:19:00 AM,08/29/2021 08:19:00 AM,3450 Woodwillow Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,Domestic Medium Hair,Torbie
A841524,,08/29/2021 08:29:00 AM,08/29/2021 08:29:00 AM,12400 Mellow Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Miniature Schnauzer Mix,Black/Tan
A841529,*Bear,08/29/2021 09:58:00 AM,08/29/2021 09:58:00 AM,Rundberg I-35 in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Black
A841528,*Opal Squirrel,08/29/2021 09:58:00 AM,08/29/2021 09:58:00 AM,5701 Johnny Morris Rd in Austin (TX),Stray,Injured,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby
A841530,Nipsy,08/29/2021 10:12:00 AM,08/29/2021 10:12:00 AM,1514 Westover Rd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair,White/Brown
A841531,,08/29/2021 12:44:00 PM,08/29/2021 12:44:00 PM,11610 Sweetshade Ln in Austin (TX),Stray,Injured,Cat,Neutered Male,15 years,Domestic Longhair,White/Gray
A841045,*Razzle,08/29/2021 01:48:00 PM,08/29/2021 01:48:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,7 months,Belgian Malinois,Black
A841533,Loretta,08/29/2021 01:54:00 PM,08/29/2021 01:54:00 PM,18007  Fm 1100 in Travis (TX),Stray,Injured,Dog,Intact Female,5 months,Doberman Pinsch,Black
A841538,,08/29/2021 06:59:00 PM,08/29/2021 06:59:00 PM,5810 Buffalo Pass in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,Black/Black
A841539,,08/29/2021 06:59:00 PM,08/29/2021 06:59:00 PM,5810 Buffalo Pass in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd,Black/Tan
A841534,Bobby,08/30/2021 07:12:00 AM,08/30/2021 07:12:00 AM,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Male,12 years,Maine Coon,Brown
A841540,,08/30/2021 07:19:00 AM,08/30/2021 07:19:00 AM,4434 Frontier Trail in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Gray/White
A841542,Star,08/30/2021 09:26:00 AM,08/30/2021 09:26:00 AM,Burleson Rd in Austin (TX),Stray,Injured,Dog,Intact Female,7 months,Labrador Retriever Mix,Black
A841543,*Mimosa,08/30/2021 09:36:00 AM,08/30/2021 09:36:00 AM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Black/White
A841557,Ruby,08/30/2021 11:09:00 AM,08/30/2021 11:09:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,German Shepherd/Australian Cattle Dog,Tricolor
A841558,A841558,08/30/2021 11:13:00 AM,08/30/2021 11:13:00 AM,Daffodil Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Blue Merle/White
A838218,Doc,08/30/2021 11:29:00 AM,08/30/2021 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Black
A841559,A841559,08/30/2021 11:37:00 AM,08/30/2021 11:37:00 AM,6200 Navarro Creek in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Brown/Black
A841561,A841560,08/30/2021 11:37:00 AM,08/30/2021 11:37:00 AM,6200 Navarro Creek in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black
A841562,A841562,08/30/2021 11:37:00 AM,08/30/2021 11:37:00 AM,6200 Navarro Creek in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Tan/White
A841560,Eli,08/30/2021 11:39:00 AM,08/30/2021 11:39:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Labrador Retriever,Black
A810923,Woody,08/30/2021 11:49:00 AM,08/30/2021 11:49:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull/Labrador Retriever,Black/White
A841565,Amaya,08/30/2021 11:55:00 AM,08/30/2021 11:55:00 AM,Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull,Fawn/White
A841564,*Neptune,08/30/2021 12:02:00 PM,08/30/2021 12:02:00 PM,5203 Glissman Road in Austin (TX),Stray,Injured,Dog,Intact Male,1 month,Manchester Terrier Mix,Black/Brown
A841577,*Sparky,08/30/2021 12:41:00 PM,08/30/2021 12:41:00 PM,Bundyhill in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan
A841574,*Esmerelda,08/30/2021 12:44:00 PM,08/30/2021 12:44:00 PM,Cesar Chavez And Pleasant Valley in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Siamese Mix,Lynx Point/White
A841576,A841576,08/30/2021 12:52:00 PM,08/30/2021 12:52:00 PM,8528 Coulver Road in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Black/Brown Brindle
A841586,Josephine,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Sick,Cat,Intact Female,5 months,Domestic Shorthair,Black/White
A841580,270G,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,3 weeks,Domestic Shorthair,Orange Tabby
A841581,182G,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Neonatal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico
A841585,Rowena Ravenpaw,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Tortie/White
A841582,217G,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Neonatal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black
A841583,A841583,08/30/2021 12:55:00 PM,08/30/2021 12:55:00 PM,1614 Holly St in Austin (TX),Abandoned,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Calico
A841588,Bear,08/30/2021 01:06:00 PM,08/30/2021 01:06:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Rottweiler,Black/Brown
A841590,A841590,08/30/2021 01:06:00 PM,08/30/2021 01:06:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,German Shepherd,Tricolor
A841587,*Cotton,08/30/2021 01:07:00 PM,08/30/2021 01:07:00 PM,13021 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Great Pyrenees,White
A841589,A841589,08/30/2021 01:13:00 PM,08/30/2021 01:13:00 PM,Airport And East 51St Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Shepherd Mix,Blue Merle
A841592,Marky,08/30/2021 01:27:00 PM,08/30/2021 01:27:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Boxer/Pit Bull,White/Black
A841591,*Kaiju,08/30/2021 01:31:00 PM,08/30/2021 01:31:00 PM,14600 Pearce Lane in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,German Shepherd,Black/Brown
A841593,*Doc,08/30/2021 02:05:00 PM,08/30/2021 02:05:00 PM,Slaughter And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dachshund Mix,Black/Brown Brindle
A841608,*Chessie,08/30/2021 02:27:00 PM,08/30/2021 02:27:00 PM,2600 Dun Barton Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Harrier/Anatol Shepherd,Tan/White
A841599,,08/30/2021 02:52:00 PM,08/30/2021 02:52:00 PM,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Blue Tabby
A841598,,08/30/2021 02:52:00 PM,08/30/2021 02:52:00 PM,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Male,1 weeks,Domestic Shorthair,Blue Tabby
A841601,,08/30/2021 02:52:00 PM,08/30/2021 02:52:00 PM,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
